 Municipio,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro construccion,Paro Servicios,Paro Sin empleo Anterior,mes,year
Torrejï¿½n de Ardoz,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,07,2021
Torrejï¿½n de la Calzada,539.0,27.0,62.0,84.0,20.0,171.0,175.0,5.0,43.0,28.0,418.0,45.0,07,2021
Torrejï¿½n de Velasco,247.0,16.0,34.0,41.0,7.0,57.0,92.0,0.0,25.0,19.0,179.0,24.0,07,2021
Torrelaguna,277.0,8.0,49.0,62.0,9.0,73.0,76.0,4.0,11.0,26.0,215.0,21.0,07,2021
Torrelodones,891.0,27.0,132.0,222.0,16.0,177.0,317.0,6.0,34.0,37.0,767.0,47.0,07,2021
Torremocha de Jarama,59.0,5.0,8.0,10.0,5.0,11.0,20.0,2.0,2.0,5.0,48.0,2.0,07,2021
Torres de la Alameda,595.0,47.0,86.0,111.0,26.0,131.0,194.0,12.0,87.0,32.0,402.0,62.0,07,2021
Valdaracete,70.0,2.0,9.0,11.0,1.0,15.0,32.0,6.0,9.0,6.0,46.0,3.0,07,2021
Valdeavero,120.0,3.0,11.0,28.0,5.0,31.0,42.0,4.0,10.0,11.0,85.0,10.0,07,2021
Valdelaguna,77.0,3.0,10.0,13.0,3.0,26.0,22.0,6.0,5.0,6.0,56.0,4.0,07,2021
Valdemanco,52.0,1.0,6.0,16.0,3.0,14.0,12.0,0.0,3.0,3.0,40.0,6.0,07,2021
Valdemaqueda,83.0,4.0,13.0,21.0,1.0,21.0,23.0,0.0,3.0,14.0,63.0,3.0,07,2021
Valdemorillo,763.0,16.0,110.0,213.0,20.0,134.0,270.0,1.0,37.0,57.0,629.0,39.0,07,2021
Valdemoro,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,07,2021
Valdeolmos-Alalpardo,181.0,8.0,34.0,45.0,2.0,38.0,54.0,1.0,9.0,22.0,141.0,8.0,07,2021
Valdepiï¿½lagos,33.0,1.0,5.0,3.0,3.0,6.0,15.0,0.0,2.0,0.0,30.0,1.0,07,2021
Valdetorres de Jarama,332.0,13.0,41.0,86.0,13.0,74.0,105.0,2.0,26.0,26.0,260.0,18.0,07,2021
Valdilecha,304.0,17.0,44.0,62.0,14.0,80.0,87.0,11.0,29.0,25.0,210.0,29.0,07,2021
Valverde de Alcalï¿½,25.0,3.0,6.0,3.0,2.0,5.0,6.0,0.0,3.0,3.0,17.0,2.0,07,2021
Velilla de San Antonio,828.0,50.0,108.0,141.0,52.0,189.0,288.0,5.0,62.0,47.0,667.0,47.0,07,2021
"Vellï¿½n, El",153.0,6.0,19.0,38.0,4.0,44.0,42.0,4.0,5.0,15.0,116.0,13.0,07,2021
Venturada,101.0,1.0,13.0,28.0,2.0,23.0,34.0,1.0,7.0,4.0,85.0,4.0,07,2021
Villaconejos,232.0,7.0,25.0,42.0,14.0,59.0,85.0,11.0,15.0,16.0,172.0,18.0,07,2021
Villa del Prado,452.0,26.0,78.0,99.0,22.0,121.0,106.0,3.0,11.0,48.0,328.0,36.0,07,2021
Villalbilla,752.0,40.0,87.0,123.0,34.0,245.0,223.0,3.0,78.0,39.0,586.0,46.0,07,2021
Villamanrique de Tajo,73.0,3.0,10.0,9.0,2.0,23.0,26.0,4.0,9.0,2.0,55.0,3.0,07,2021
Villamanta,203.0,12.0,35.0,32.0,12.0,45.0,67.0,7.0,16.0,18.0,145.0,17.0,07,2021
Villamantilla,102.0,5.0,11.0,28.0,5.0,23.0,30.0,0.0,12.0,6.0,71.0,13.0,07,2021
Villanueva de la Caï¿½ada,848.0,16.0,128.0,202.0,21.0,199.0,282.0,7.0,38.0,51.0,711.0,41.0,07,2021
Villanueva del Pardillo,804.0,24.0,102.0,194.0,18.0,177.0,289.0,6.0,30.0,51.0,687.0,30.0,07,2021
Villanueva de Perales,112.0,11.0,12.0,28.0,5.0,25.0,31.0,2.0,3.0,13.0,85.0,9.0,07,2021
Villar del Olmo,138.0,4.0,11.0,36.0,4.0,35.0,48.0,2.0,13.0,12.0,101.0,10.0,07,2021
Villarejo de Salvanï¿½s,629.0,31.0,79.0,98.0,28.0,147.0,246.0,17.0,125.0,37.0,379.0,71.0,07,2021
Villaviciosa de Odï¿½n,1083.0,32.0,190.0,250.0,22.0,217.0,372.0,2.0,65.0,67.0,892.0,57.0,07,2021
Villavieja del Lozoya,14.0,1.0,0.0,7.0,1.0,3.0,2.0,1.0,0.0,1.0,12.0,0.0,07,2021
Zarzalejo,136.0,8.0,15.0,30.0,7.0,33.0,43.0,2.0,4.0,10.0,107.0,13.0,07,2021
Lozoyuela-Navas-Sieteiglesias,98.0,4.0,13.0,26.0,3.0,20.0,32.0,0.0,3.0,12.0,78.0,5.0,07,2021
Puentes Viejas,39.0,0.0,2.0,13.0,2.0,12.0,10.0,2.0,0.0,3.0,33.0,1.0,07,2021
Tres Cantos,195.0,52.0,28.5,362.0,43.0,44.0,58.0,11.0,77.0,74.0,147.0,62.0,07,2021
"Acebeda, La",6.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,08,2021
Ajalvir,269.0,13.0,27.0,64.0,6.0,65.0,94.0,7.0,21.0,11.0,214.0,16.0,08,2021
Alameda del Valle,13.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,10.0,1.0,08,2021
"ï¿½lamo, El",738.0,39.0,119.0,142.0,39.0,176.0,223.0,6.0,43.0,63.0,539.0,87.0,08,2021
Alcalï¿½ de Henares,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Alcobendas,195.0,9.0,28.5,47.0,7.0,44.0,58.0,22.0,12.0,17.0,147.0,13.0,08,2021
Alcorcï¿½n,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Aldea del Fresno,258.0,9.0,36.0,64.0,8.0,62.0,79.0,9.0,15.0,27.0,183.0,24.0,08,2021
Algete,1098.0,42.0,162.0,235.0,39.0,230.0,390.0,4.0,105.0,70.0,875.0,44.0,08,2021
Alpedrete,806.0,33.0,116.0,215.0,23.0,158.0,261.0,4.0,37.0,56.0,660.0,49.0,08,2021
Ambite,66.0,3.0,6.0,15.0,2.0,15.0,25.0,2.0,3.0,5.0,52.0,4.0,08,2021
Anchuelo,95.0,5.0,16.0,14.0,5.0,29.0,26.0,0.0,7.0,6.0,68.0,14.0,08,2021
Aranjuez,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Arganda del Rey,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Arroyomolinos,1699.0,9.0,249.0,259.0,7.0,44.0,498.0,9.0,119.0,103.0,1307.0,13.0,08,2021
"Atazar, El",12.0,0.0,1.0,5.0,0.0,2.0,4.0,0.0,2.0,0.0,10.0,0.0,08,2021
Batres,92.0,8.0,11.0,15.0,1.0,20.0,37.0,1.0,9.0,5.0,71.0,6.0,08,2021
Becerril de la Sierra,360.0,8.0,49.0,100.0,7.0,72.0,124.0,3.0,13.0,39.0,287.0,18.0,08,2021
Belmonte de Tajo,124.0,9.0,20.0,13.0,6.0,37.0,39.0,4.0,13.0,7.0,97.0,3.0,08,2021
Berzosa del Lozoya,12.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,8.0,0.0,08,2021
"Berrueco, El",43.0,0.0,4.0,8.0,5.0,13.0,13.0,1.0,2.0,3.0,34.0,3.0,08,2021
Boadilla del Monte,195.0,52.0,226.0,47.0,49.0,44.0,58.0,3.0,71.0,83.0,147.0,63.0,08,2021
"Boalo, El",479.0,13.0,70.0,110.0,12.0,114.0,160.0,2.0,14.0,28.0,418.0,17.0,08,2021
Braojos,10.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,3.0,5.0,1.0,08,2021
Brea de Tajo,58.0,9.0,5.0,14.0,6.0,7.0,17.0,3.0,3.0,2.0,39.0,11.0,08,2021
Brunete,648.0,21.0,108.0,140.0,22.0,158.0,199.0,5.0,31.0,44.0,538.0,30.0,08,2021
Buitrago del Lozoya,102.0,3.0,10.0,20.0,6.0,32.0,31.0,5.0,3.0,8.0,69.0,17.0,08,2021
Bustarviejo,175.0,5.0,23.0,54.0,7.0,41.0,45.0,2.0,6.0,8.0,148.0,11.0,08,2021
Cabanillas de la Sierra,48.0,2.0,6.0,18.0,2.0,5.0,15.0,0.0,1.0,6.0,37.0,4.0,08,2021
"Cabrera, La",208.0,10.0,30.0,55.0,10.0,45.0,58.0,4.0,9.0,25.0,160.0,10.0,08,2021
Cadalso de los Vidrios,360.0,29.0,49.0,74.0,19.0,87.0,102.0,13.0,19.0,30.0,266.0,32.0,08,2021
Camarma de Esteruelas,570.0,32.0,73.0,92.0,28.0,142.0,203.0,3.0,53.0,37.0,432.0,45.0,08,2021
Campo Real,531.0,29.0,64.0,90.0,20.0,164.0,164.0,9.0,78.0,31.0,364.0,49.0,08,2021
Canencia,30.0,1.0,3.0,14.0,1.0,4.0,7.0,1.0,0.0,1.0,24.0,4.0,08,2021
Carabaï¿½a,171.0,8.0,19.0,37.0,8.0,42.0,57.0,3.0,12.0,17.0,124.0,15.0,08,2021
Casarrubuelos,300.0,10.0,42.0,57.0,13.0,80.0,98.0,1.0,36.0,21.0,223.0,19.0,08,2021
Cenicientos,230.0,18.0,23.0,51.0,14.0,63.0,61.0,8.0,12.0,22.0,165.0,23.0,08,2021
Cercedilla,427.0,19.0,81.0,101.0,18.0,102.0,106.0,6.0,12.0,45.0,322.0,42.0,08,2021
Cervera de Buitrago,10.0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,1.0,9.0,0.0,08,2021
Ciempozuelos,195.0,9.0,28.5,359.0,7.0,44.0,551.0,19.0,121.0,17.0,147.0,13.0,08,2021
Cobeï¿½a,344.0,10.0,48.0,80.0,9.0,84.0,113.0,2.0,33.0,26.0,262.0,21.0,08,2021
Colmenar del Arroyo,141.0,9.0,25.0,37.0,4.0,23.0,43.0,2.0,10.0,13.0,109.0,7.0,08,2021
Colmenar de Oreja,640.0,24.0,86.0,133.0,22.0,166.0,209.0,18.0,84.0,71.0,436.0,31.0,08,2021
Colmenarejo,584.0,16.0,97.0,129.0,18.0,130.0,194.0,4.0,23.0,61.0,469.0,27.0,08,2021
Colmenar Viejo,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Collado Mediano,532.0,15.0,83.0,141.0,19.0,114.0,160.0,4.0,25.0,74.0,399.0,30.0,08,2021
Collado Villalba,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Corpa,55.0,0.0,10.0,12.0,1.0,15.0,17.0,0.0,8.0,3.0,43.0,1.0,08,2021
Coslada,195.0,9.0,28.5,47.0,7.0,44.0,58.0,23.0,12.0,17.0,147.0,13.0,08,2021
Cubas de la Sagra,361.0,31.0,47.0,66.0,12.0,95.0,110.0,1.0,40.0,17.0,281.0,22.0,08,2021
Chapinerï¿½a,236.0,22.0,37.0,60.0,11.0,38.0,68.0,1.0,12.0,17.0,186.0,20.0,08,2021
Chinchï¿½n,397.0,14.0,56.0,86.0,15.0,95.0,131.0,20.0,29.0,21.0,287.0,40.0,08,2021
Daganzo de Arriba,584.0,30.0,56.0,102.0,31.0,99.0,266.0,1.0,70.0,24.0,451.0,38.0,08,2021
"Escorial, El",897.0,29.0,127.0,215.0,26.0,182.0,318.0,10.0,30.0,59.0,754.0,44.0,08,2021
Estremera,122.0,5.0,21.0,29.0,2.0,29.0,36.0,6.0,7.0,19.0,81.0,9.0,08,2021
Fresnedillas de la Oliva,158.0,5.0,25.0,34.0,3.0,36.0,55.0,0.0,1.0,19.0,126.0,12.0,08,2021
Fresno de Torote,166.0,5.0,19.0,43.0,5.0,32.0,62.0,4.0,14.0,12.0,125.0,11.0,08,2021
Fuenlabrada,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Fuente el Saz de Jarama,473.0,26.0,70.0,109.0,19.0,106.0,143.0,4.0,23.0,41.0,371.0,34.0,08,2021
Fuentidueï¿½a de Tajo,208.0,6.0,29.0,34.0,8.0,52.0,79.0,14.0,19.0,15.0,151.0,9.0,08,2021
Galapagar,195.0,77.0,28.5,47.0,66.0,44.0,58.0,3.0,64.0,17.0,147.0,13.0,08,2021
Garganta de los Montes,29.0,4.0,7.0,8.0,0.0,4.0,6.0,1.0,3.0,1.0,23.0,1.0,08,2021
Gargantilla del Lozoya y Pinilla de Buitrago,30.0,0.0,1.0,15.0,0.0,6.0,8.0,1.0,0.0,0.0,27.0,2.0,08,2021
Gascones,7.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,08,2021
Getafe,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Griï¿½ï¿½n,577.0,29.0,78.0,86.0,22.0,158.0,204.0,5.0,45.0,28.0,449.0,50.0,08,2021
Guadalix de la Sierra,455.0,19.0,63.0,107.0,17.0,99.0,150.0,2.0,17.0,35.0,366.0,35.0,08,2021
Guadarrama,861.0,44.0,130.0,218.0,29.0,211.0,229.0,6.0,23.0,72.0,706.0,54.0,08,2021
"Hiruela, La",2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,08,2021
Horcajo de la Sierra-Aoslos,12.0,0.0,2.0,2.0,1.0,5.0,2.0,0.0,0.0,2.0,9.0,1.0,08,2021
Horcajuelo de la Sierra,7.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,6.0,0.0,08,2021
Hoyo de Manzanares,435.0,12.0,56.0,115.0,11.0,95.0,146.0,3.0,13.0,20.0,377.0,22.0,08,2021
Humanes de Madrid,1519.0,64.0,246.0,219.0,62.0,44.0,424.0,13.0,140.0,121.0,1132.0,13.0,08,2021
Leganï¿½s,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Loeches,626.0,36.0,79.0,117.0,30.0,154.0,210.0,12.0,72.0,49.0,458.0,35.0,08,2021
Lozoya,31.0,0.0,2.0,6.0,2.0,7.0,14.0,1.0,3.0,1.0,25.0,1.0,08,2021
Madarcos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08,2021
Madrid,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Majadahonda,195.0,75.0,28.5,47.0,63.0,44.0,58.0,13.0,107.0,124.0,147.0,82.0,08,2021
Manzanares el Real,517.0,14.0,73.0,134.0,15.0,132.0,149.0,4.0,20.0,33.0,445.0,15.0,08,2021
Meco,972.0,38.0,160.0,166.0,37.0,256.0,315.0,4.0,101.0,74.0,737.0,56.0,08,2021
Mejorada del Campo,1820.0,9.0,28.5,326.0,7.0,44.0,527.0,17.0,12.0,17.0,1376.0,92.0,08,2021
Miraflores de la Sierra,418.0,13.0,72.0,116.0,8.0,73.0,136.0,3.0,17.0,40.0,337.0,21.0,08,2021
"Molar, El",594.0,15.0,84.0,127.0,15.0,160.0,193.0,6.0,46.0,53.0,455.0,34.0,08,2021
"Molinos, Los",302.0,31.0,67.0,64.0,8.0,58.0,74.0,1.0,7.0,30.0,206.0,58.0,08,2021
Montejo de la Sierra,14.0,1.0,1.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,11.0,1.0,08,2021
Moraleja de Enmedio,323.0,12.0,42.0,68.0,24.0,76.0,101.0,1.0,33.0,22.0,243.0,24.0,08,2021
Moralzarzal,749.0,24.0,102.0,190.0,30.0,145.0,258.0,7.0,29.0,51.0,624.0,38.0,08,2021
Morata de Tajuï¿½a,640.0,28.0,87.0,121.0,22.0,167.0,215.0,3.0,75.0,49.0,429.0,53.0,08,2021
Mï¿½stoles,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Navacerrada,153.0,5.0,18.0,41.0,3.0,33.0,53.0,1.0,5.0,12.0,130.0,5.0,08,2021
Navalafuente,121.0,7.0,19.0,38.0,3.0,23.0,31.0,2.0,3.0,13.0,96.0,7.0,08,2021
Navalagamella,180.0,3.0,28.0,47.0,6.0,39.0,57.0,4.0,4.0,14.0,141.0,17.0,08,2021
Navalcarnero,195.0,9.0,28.5,355.0,7.0,44.0,58.0,20.0,138.0,17.0,147.0,13.0,08,2021
Navarredonda y San Mamï¿½s,8.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,6.0,0.0,08,2021
Navas del Rey,259.0,14.0,34.0,71.0,13.0,52.0,75.0,4.0,10.0,30.0,192.0,23.0,08,2021
Nuevo Baztï¿½n,466.0,22.0,69.0,109.0,16.0,97.0,153.0,2.0,58.0,40.0,340.0,26.0,08,2021
Olmeda de las Fuentes,15.0,1.0,3.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,14.0,1.0,08,2021
Orusco de Tajuï¿½a,109.0,4.0,14.0,24.0,5.0,28.0,34.0,2.0,9.0,11.0,77.0,10.0,08,2021
Paracuellos de Jarama,1085.0,26.0,146.0,225.0,28.0,280.0,380.0,23.0,75.0,77.0,878.0,32.0,08,2021
Parla,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Patones,27.0,0.0,9.0,6.0,2.0,4.0,6.0,0.0,1.0,2.0,23.0,1.0,08,2021
Pedrezuela,346.0,7.0,49.0,77.0,8.0,91.0,114.0,2.0,24.0,23.0,275.0,22.0,08,2021
Pelayos de la Presa,301.0,19.0,53.0,69.0,15.0,59.0,86.0,3.0,13.0,32.0,215.0,38.0,08,2021
Perales de Tajuï¿½a,324.0,12.0,50.0,67.0,16.0,68.0,111.0,2.0,34.0,34.0,220.0,34.0,08,2021
Pezuela de las Torres,53.0,2.0,3.0,16.0,1.0,15.0,16.0,0.0,4.0,6.0,39.0,4.0,08,2021
Pinilla del Valle,12.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,11.0,0.0,08,2021
Pinto,195.0,9.0,28.5,47.0,7.0,44.0,58.0,22.0,12.0,17.0,147.0,13.0,08,2021
Piï¿½uï¿½car-Gandullas,12.0,0.0,4.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,11.0,1.0,08,2021
Pozuelo de Alarcï¿½n,195.0,74.0,28.5,47.0,7.0,44.0,58.0,13.0,100.0,124.0,147.0,13.0,08,2021
Pozuelo del Rey,95.0,1.0,14.0,11.0,4.0,30.0,35.0,0.0,11.0,6.0,75.0,3.0,08,2021
Prï¿½dena del Rincï¿½n,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,08,2021
Puebla de la Sierra,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,08,2021
Quijorna,222.0,13.0,25.0,42.0,6.0,55.0,81.0,2.0,5.0,15.0,183.0,17.0,08,2021
Rascafrï¿½a,91.0,2.0,14.0,25.0,2.0,18.0,30.0,2.0,3.0,5.0,79.0,2.0,08,2021
Redueï¿½a,19.0,1.0,1.0,5.0,0.0,5.0,7.0,0.0,3.0,3.0,12.0,1.0,08,2021
Ribatejada,66.0,3.0,4.0,12.0,3.0,14.0,30.0,2.0,0.0,0.0,62.0,2.0,08,2021
Rivas-Vaciamadrid,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Robledillo de la Jara,6.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,08,2021
Robledo de Chavela,348.0,23.0,40.0,76.0,26.0,68.0,115.0,7.0,13.0,19.0,278.0,31.0,08,2021
Robregordo,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,08,2021
"Rozas de Madrid, Las",195.0,9.0,28.5,47.0,7.0,44.0,58.0,10.0,122.0,17.0,147.0,13.0,08,2021
Rozas de Puerto Real,62.0,8.0,11.0,17.0,2.0,11.0,13.0,4.0,1.0,5.0,48.0,4.0,08,2021
San Agustï¿½n del Guadalix,691.0,21.0,87.0,169.0,13.0,150.0,251.0,4.0,60.0,38.0,570.0,19.0,08,2021
San Fernando de Henares,195.0,9.0,28.5,47.0,7.0,44.0,58.0,16.0,12.0,17.0,147.0,13.0,08,2021
San Lorenzo de El Escorial,1048.0,34.0,160.0,238.0,39.0,232.0,345.0,5.0,28.0,62.0,893.0,60.0,08,2021
San Martï¿½n de la Vega,1636.0,80.0,236.0,309.0,7.0,44.0,495.0,3.0,112.0,17.0,1196.0,13.0,08,2021
San Martï¿½n de Valdeiglesias,711.0,42.0,110.0,160.0,35.0,184.0,180.0,14.0,35.0,78.0,498.0,86.0,08,2021
San Sebastiï¿½n de los Reyes,195.0,9.0,28.5,47.0,7.0,44.0,58.0,17.0,12.0,17.0,147.0,13.0,08,2021
Santa Marï¿½a de la Alameda,121.0,3.0,10.0,37.0,7.0,30.0,34.0,0.0,4.0,7.0,105.0,5.0,08,2021
Santorcaz,54.0,2.0,5.0,14.0,2.0,10.0,21.0,0.0,5.0,3.0,39.0,7.0,08,2021
"Santos de la Humosa, Los",160.0,4.0,31.0,31.0,5.0,42.0,47.0,0.0,21.0,9.0,126.0,4.0,08,2021
"Serna del Monte, La",9.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,7.0,1.0,08,2021
Serranillos del Valle,327.0,12.0,48.0,58.0,23.0,86.0,100.0,0.0,29.0,27.0,247.0,24.0,08,2021
Sevilla la Nueva,598.0,28.0,85.0,134.0,23.0,137.0,191.0,3.0,32.0,45.0,476.0,42.0,08,2021
Somosierra,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,08,2021
Soto del Real,414.0,20.0,60.0,110.0,12.0,84.0,128.0,4.0,18.0,29.0,345.0,18.0,08,2021
Talamanca de Jarama,210.0,6.0,32.0,49.0,6.0,63.0,54.0,1.0,9.0,15.0,180.0,5.0,08,2021
Tielmes,270.0,12.0,37.0,73.0,6.0,66.0,76.0,14.0,34.0,20.0,177.0,25.0,08,2021
Titulcia,125.0,5.0,20.0,24.0,8.0,30.0,38.0,2.0,7.0,7.0,101.0,8.0,08,2021
Torrejï¿½n de Ardoz,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Torrejï¿½n de la Calzada,543.0,24.0,65.0,83.0,22.0,169.0,180.0,6.0,46.0,27.0,421.0,43.0,08,2021
Torrejï¿½n de Velasco,271.0,16.0,37.0,43.0,8.0,64.0,103.0,0.0,25.0,23.0,199.0,24.0,08,2021
Torrelaguna,271.0,9.0,47.0,65.0,9.0,73.0,68.0,4.0,15.0,19.0,212.0,21.0,08,2021
Torrelodones,931.0,26.0,135.0,228.0,19.0,195.0,328.0,8.0,36.0,37.0,807.0,43.0,08,2021
Torremocha de Jarama,59.0,3.0,9.0,11.0,4.0,13.0,19.0,1.0,2.0,5.0,49.0,2.0,08,2021
Torres de la Alameda,622.0,45.0,92.0,118.0,25.0,144.0,198.0,12.0,87.0,32.0,431.0,60.0,08,2021
Valdaracete,68.0,0.0,11.0,12.0,1.0,15.0,29.0,6.0,9.0,7.0,44.0,2.0,08,2021
Valdeavero,134.0,3.0,18.0,29.0,5.0,35.0,44.0,6.0,12.0,14.0,91.0,11.0,08,2021
Valdelaguna,74.0,3.0,11.0,10.0,3.0,26.0,21.0,6.0,6.0,5.0,53.0,4.0,08,2021
Valdemanco,61.0,1.0,8.0,18.0,3.0,17.0,14.0,0.0,4.0,4.0,47.0,6.0,08,2021
Valdemaqueda,77.0,4.0,11.0,19.0,1.0,19.0,23.0,0.0,4.0,12.0,58.0,3.0,08,2021
Valdemorillo,775.0,18.0,106.0,216.0,19.0,141.0,275.0,1.0,36.0,57.0,641.0,40.0,08,2021
Valdemoro,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,08,2021
Valdeolmos-Alalpardo,180.0,9.0,33.0,43.0,3.0,39.0,53.0,1.0,9.0,20.0,143.0,7.0,08,2021
Valdepiï¿½lagos,33.0,0.0,6.0,3.0,1.0,7.0,16.0,0.0,2.0,0.0,31.0,0.0,08,2021
Valdetorres de Jarama,341.0,11.0,47.0,90.0,14.0,69.0,110.0,2.0,26.0,26.0,270.0,17.0,08,2021
Valdilecha,298.0,17.0,39.0,64.0,11.0,83.0,84.0,11.0,27.0,28.0,201.0,31.0,08,2021
Valverde de Alcalï¿½,28.0,3.0,8.0,3.0,2.0,6.0,6.0,0.0,4.0,4.0,18.0,2.0,08,2021
Velilla de San Antonio,848.0,50.0,109.0,148.0,56.0,187.0,298.0,4.0,64.0,47.0,687.0,46.0,08,2021
"Vellï¿½n, El",155.0,8.0,19.0,36.0,6.0,45.0,41.0,4.0,4.0,15.0,118.0,14.0,08,2021
Venturada,110.0,2.0,12.0,33.0,3.0,26.0,34.0,1.0,7.0,5.0,93.0,4.0,08,2021
Villaconejos,227.0,7.0,24.0,40.0,13.0,58.0,85.0,10.0,17.0,19.0,165.0,16.0,08,2021
Villa del Prado,470.0,25.0,86.0,102.0,23.0,127.0,107.0,3.0,10.0,49.0,347.0,35.0,08,2021
Villalbilla,790.0,44.0,95.0,131.0,38.0,254.0,228.0,4.0,80.0,40.0,623.0,43.0,08,2021
Villamanrique de Tajo,70.0,3.0,8.0,10.0,3.0,22.0,24.0,3.0,8.0,3.0,53.0,3.0,08,2021
Villamanta,215.0,11.0,37.0,34.0,12.0,51.0,70.0,6.0,16.0,19.0,158.0,16.0,08,2021
Villamantilla,106.0,7.0,12.0,27.0,4.0,25.0,31.0,0.0,12.0,6.0,74.0,14.0,08,2021
Villanueva de la Caï¿½ada,869.0,14.0,139.0,201.0,20.0,200.0,295.0,8.0,40.0,48.0,734.0,39.0,08,2021
Villanueva del Pardillo,804.0,21.0,104.0,192.0,20.0,181.0,286.0,6.0,29.0,53.0,684.0,32.0,08,2021
Villanueva de Perales,113.0,11.0,13.0,27.0,4.0,25.0,33.0,2.0,3.0,13.0,85.0,10.0,08,2021
Villar del Olmo,140.0,5.0,13.0,35.0,4.0,35.0,48.0,2.0,14.0,14.0,100.0,10.0,08,2021
Villarejo de Salvanï¿½s,630.0,30.0,80.0,98.0,33.0,140.0,249.0,16.0,126.0,41.0,378.0,69.0,08,2021
Villaviciosa de Odï¿½n,1111.0,32.0,199.0,248.0,25.0,228.0,379.0,2.0,63.0,68.0,918.0,60.0,08,2021
Villavieja del Lozoya,14.0,1.0,0.0,7.0,1.0,3.0,2.0,1.0,0.0,1.0,12.0,0.0,08,2021
Zarzalejo,141.0,6.0,13.0,38.0,6.0,32.0,46.0,2.0,4.0,9.0,114.0,12.0,08,2021
Lozoyuela-Navas-Sieteiglesias,104.0,5.0,14.0,27.0,3.0,21.0,34.0,0.0,3.0,12.0,84.0,5.0,08,2021
Puentes Viejas,39.0,0.0,4.0,12.0,1.0,11.0,11.0,2.0,0.0,3.0,34.0,0.0,08,2021
Tres Cantos,195.0,50.0,28.5,367.0,47.0,44.0,58.0,9.0,83.0,76.0,147.0,60.0,08,2021
"Acebeda, La",6.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,5.0,0.0,09,2021
